Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	PVRL01000001.1	405833	406246	-	fosB	FosBx1 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	138	138	100.00	97.10	138	WP_000943763.1	fosfomycin resistance bacillithiol transferase FosBx1	NA	NA
NA	PVRL01000001.1	474739	476028	-	entFM	enterotoxin EntFM	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	430	430	100.00	97.70	434	AAP08924.1	enterotoxin EntFM	NA	NA
NA	PVRL01000001.1	563751	564827	-	nheC	non-hemolytic enterotoxin NHE subunit C	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	359	359	100.00	98.33	359	AAP08785.1	non-hemolytic enterotoxin NHE subunit C	NA	NA
NA	PVRL01000001.1	564938	566143	-	nheB	non-hemolytic enterotoxin NHE subunit B	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	402	402	100.00	99.50	402	AAS40893.1	non-hemolytic enterotoxin NHE subunit B	NA	NA
NA	PVRL01000001.1	566184	567341	-	nheA	non-hemolytic enterotoxin NHE subunit A	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	386	386	100.00	97.15	386	AAS40892.1	non-hemolytic enterotoxin NHE subunit A	NA	NA
NA	PVRL01000002.1	374913	377297	-	inhA1	M6 family metalloprotease immune inhibitor InhA1	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	795	796	100.00	94.47	796	ADH05944.1	M6 family metalloprotease immune inhibitor InhA1	NA	NA
NA	PVRL01000003.1	525724	526701	+	plcA	phosphatidylinositol diacylglycerol-lyase	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	326	329	99.09	95.71	326	AAP10686.1	phosphatidylinositol diacylglycerol-lyase	NA	NA
NA	PVRL01000004.1	155043	156569	-	alo	anthrolysin O/cereolysin O family cholesterol-dependent cytolysin Alo	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	509	509	100.00	99.02	509	AAX88798.1	anthrolysin O/cereolysin O family cholesterol-dependent cytolysin Alo	NA	NA
NA	PVRL01000005.1	15634	16146	-	bla2	BcII family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	INTERNAL_STOP	171	257	66.54	91.81	171	WP_012261328.1	BcII family subclass B1 metallo-beta-lactamase	NA	NA
NA	PVRL01000005.1	132553	133152	-	hlyIIR	hemolysin II regulator HlyIIR	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	200	201	99.50	95.50	200	AAO74585.1	hemolysin II regulator HlyIIR	NA	NA
